Roll,Issue,Question,Description,Time,Results549,Bill Number: H. R. 2617, On Motion to Concur in the Senate Adt to the House Adt to the Senate Adt,To amend section 1115 of title 31, United States Code, to amend the description of how performance goals are achieved, and for other purposes,Dec 23, 2022, 02:00 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-549.csv
474,Bill Number: H. Res. 1404, On Ordering the Previous Question,Providing for consideration of the Senate amendment to the bill (H.R. 6833) Affordable Insulin Now Act and providing for consideration of the bill (H.R. 8987) Fairness for 9/11 Families Act,Sep 30, 2022, 10:53 AM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-474.csv
473,MOTION, On Motion to Suspend the Rules and Pass Certain Bills and Concur in the Senate Amendments,,Sep 29, 2022, 05:27 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-473.csv
472,Bill Number: H. R. 8463, On Motion to Suspend the Rules and Pass,Millennium Challenge Corporation Eligibility Expansion Act,Sep 29, 2022, 05:11 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-472.csv
471,Bill Number: H. R. 8446, On Motion to Suspend the Rules and Pass, as Amended,Global Food Security Reauthorization Act,Sep 29, 2022, 05:01 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-471.csv
470,Bill Number: S. 2794, On Motion to Suspend the Rules and Pass,Supporting Families of the Fallen Act,Sep 29, 2022, 04:52 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-470.csv
469,Bill Number: H. R. 8888, On Motion to Suspend the Rules and Pass, as Amended,Food Security for All Veterans Act,Sep 29, 2022, 04:42 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-469.csv
468,Bill Number: S. 3662, On Motion to Suspend the Rules and Pass, as Amended,Preventing PFAS Runoff at Airports Act,Sep 29, 2022, 04:32 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-468.csv
467,Bill Number: H. R. 7321, On Motion to Suspend the Rules and Pass, as Amended,Global Aircraft Maintenance Safety Improvement Act,Sep 29, 2022, 04:24 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-467.csv
466,Bill Number: H. R. 6965, On Motion to Suspend the Rules and Pass, as Amended,Visit America Act,Sep 29, 2022, 04:14 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-466.csv
465,Bill Number: S. 958, On Motion to Suspend the Rules and Pass,Maximizing Outcomes through Better Investments in Lifesaving Equipment for (MOBILE) Health Care Act,Sep 29, 2022, 04:05 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-465.csv
464,Bill Number: S. 2551, On Motion to Suspend the Rules and Pass,AI Training Act,Sep 29, 2022, 03:55 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-464.csv
463,Bill Number: S. 3470, On Motion to Suspend the Rules and Pass,End Human Trafficking in Government Contracts Act,Sep 29, 2022, 03:40 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-463.csv
462,Bill Number: H. R. 8466, On Motion to Suspend the Rules and Pass, as Amended,Chai Suthammanont Healthy Federal Workplaces Act,Sep 29, 2022, 03:30 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-462.csv
461,Bill Number: S. 4900, On Motion to Suspend the Rules and Pass,SBIR and STTR Extension Act,Sep 29, 2022, 03:18 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-461.csv
460,Bill Number: H. R. 3843, On Passage,Merger Filing Fee Modernization Act,Sep 29, 2022, 03:06 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-460.csv
459,Bill Number: H. R. 7780, On Passage,Mental Health Matters Act,Sep 29, 2022, 02:55 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-459.csv
458,Bill Number: H. R. 7780, On Motion to Recommit,Mental Health Matters Act,Sep 29, 2022, 02:42 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-458.csv
457,Bill Number: H. R. 3482, On Motion to Suspend the Rules and Pass, as Amended,National Center for the Advancement of Aviation Act,Sep 28, 2022, 07:36 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-457.csv
456,Bill Number: H. Res. 1396, On Agreeing to the Resolution,Providing for consideration of the bill (H.R. 3843) Merger Filing Fee Modernization Act; providing for consideration of the bill (H.R. 7780) Mental Health Matters Act; and providing for consideration of the bill (S. 3969) PAVA Program Inclusion Act,Sep 28, 2022, 07:25 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-456.csv
455,Bill Number: H. Res. 1396, On Ordering the Previous Question,Providing for consideration of the bill (H.R. 3843) Merger Filing Fee Modernization Act; providing for consideration of the bill (H.R. 7780) Mental Health Matters Act; and providing for consideration of the bill (S. 3969) PAVA Program Inclusion Act,Sep 28, 2022, 07:11 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-455.csv
454,Bill Number: H. R. 5768, On Passage,Violent Incident Clearance and Technological Investigative Methods Act,Sep 22, 2022, 04:50 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-454.csv
453,Bill Number: H. R. 4118, On Passage,Break the Cycle of Violence Act,Sep 22, 2022, 04:26 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-453.csv
452,Bill Number: H. R. 8542, On Passage,Mental Health Justice Act of 2022,Sep 22, 2022, 04:08 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-452.csv
451,Bill Number: H. R. 6448, On Passage,Invest to Protect Act,Sep 22, 2022, 03:50 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-451.csv
450,Bill Number: H. Res. 1377, On Agreeing to the Resolution,Providing for consideration of H.R. 4118, the Break the Cycle of Violence Act; H.R. 5768, the Violent Incident Clearance and Technological Investigative Methods Act of 2022; H.R. 6448, the Invest to Protect Act of 2022; and H.R. 8542, the Mental Health Justice Act of 2022,Sep 22, 2022, 01:28 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-450.csv
449,Bill Number: H. R. 8873, On Passage,Presidential Election Reform Act,Sep 21, 2022, 04:56 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-449.csv
448,Bill Number: S. 1098, On Passage,Joint Consolidation Loan Separation Act,Sep 21, 2022, 02:41 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-448.csv
447,Bill Number: S. 1098, On Motion to Commit,Joint Consolidation Loan Separation Act,Sep 21, 2022, 02:32 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-447.csv
446,Bill Number: H. Res. 1372, On Agreeing to the Resolution,Providing for consideration of the bill (H.R. 8873) to amend title 3, United States Code, to reform the process for the counting of electoral votes, and for other purposes,Sep 21, 2022, 02:18 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-446.csv
445,Bill Number: H. Res. 1372, On Ordering the Previous Question,Providing for consideration of the bill (H.R. 8873) to amend title 3, United States Code, to reform the process for the counting of electoral votes, and for other purposes,Sep 21, 2022, 02:06 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-445.csv
444,Bill Number: S. 2490, On Motion to Suspend the Rules and Pass,Blackwell School National Historic Site Act,Sep 20, 2022, 02:25 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-444.csv
443,MOTION, On Motion to Suspend the Rules and Pass Certain Bills and Agree to a Resolution,,Sep 20, 2022, 02:16 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-443.csv
442,Bill Number: H. Res. 1361, On Agreeing to the Resolution,Providing for consideration of S. 1098, the Joint Consolidation Loan Separation Act; and for other purposes,Sep 20, 2022, 02:01 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-442.csv
441,Bill Number: H. Res. 1361, On Ordering the Previous Question,Providing for consideration of S. 1098, the Joint Consolidation Loan Separation Act; and for other purposes,Sep 20, 2022, 01:46 PM,https://spacepowermonkey.com/mfpkg-pol-tracker/votes/117-2-441.csv
